540006,2.3333333333333335
004986,3.6666666666666665
002803,4.0
000219,6.0
090010,6.666666666666667
005827,7.0
003940,9.333333333333334
000457,10.0
001910,10.333333333333334
160212,10.333333333333334
050014,12.333333333333334
160119,14.0
519710,15.333333333333334
110011,16.0
110026,16.333333333333332
690007,16.666666666666668
001714,19.333333333333332
519736,19.666666666666668
040035,20.0
000527,22.0
040008,22.333333333333332
070032,23.666666666666668
519704,24.0
519779,25.333333333333332
000979,26.333333333333332
519069,27.333333333333332
710002,29.0
000742,30.0
519772,30.333333333333332
000020,31.0
