day,000020,000219,000457,000527,000742,000979,001714,001910,001938,002803,003940,004675,004986,005827,040035,050014,090010,110011,110026,160119,160212,470058,519069,519710,519712,519736,519772,519779,540006,690007,710002
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,-0.008069816269583363,-0.013675468886852005,-0.00965071653991989,-0.007603364803067891,-0.006228240782963135,-0.006231065833248839,-0.0045413734451666965,-0.0012818181399329998,-0.010796065183535819,-0.00456959336248719,-0.0052592485349010065,,-0.0038168417761950124,-0.0009514945777782113,-0.006054477163131677,-0.016851682946127267,-0.0034051076201915276,-0.0023111353273537194,-0.017133590936824983,-0.01591348525872316,-0.011921877244773893,-0.004560924512554632,-0.0033356431488058558,0.003372889579308813,-0.0044947225410172376,0.0005703478776550863,-0.004506803087195976,-0.0007425367011157924,-0.010152129393252052,-0.0014259950610151506,0.0006571095176688413
2019-01-30,-0.0026218826400783435,-0.008203187357046393,0.0028822522098046477,-0.002906380525151797,-0.0007071688684638922,-0.0016940842201870199,-0.005900549951587286,-0.0007405007898820815,-0.005904865313854701,-0.003438486980124611,-0.0019434064493780712,,-0.00748302274799284,-0.00293980260903981,-0.0038161235456557474,-0.00573405155457718,-0.001409636660555047,-0.009302285074501593,-0.005516772111052948,-0.0045231654202518845,-0.003174581515432373,0.004142491655299341,0.0008512135422987788,-0.001124131122844152,-0.0012051019275882702,0.00013000837397969534,-0.008639463231918776,0.004142491655299341,0.0010518443754200524,-0.0025400859103332785,-0.0005717363337456316
2019-01-31,-0.006515317076531968,-0.011416530186634244,-0.0015313764011450903,-0.003581476353222035,-0.0049731213172385935,-0.003990833024207552,0.0005739589438007453,7.018111324552656e-05,-0.007046752324458172,0.003079997591143746,-0.0004369334406579828,,0.0015467550480905423,-0.005947780186634111,-0.001134302448968727,-0.020286932306334937,-0.0034663906084704266,0.007680221989700753,-0.007867755610948657,-0.013331298815166703,-0.007790532029385844,-0.0031564333617910556,0.00010615487115361866,-0.002638713343483756,-0.010556075117509667,-0.006395407760492633,-0.014325541039642453,-0.001451377308936408,-0.00425674618980465,0.0017408310579598574,-0.0048651385410189985
2019-02-01,0.01770008513653809,0.017634065374325214,0.016523346816887496,0.00980716439391327,0.010322062889950079,0.005000890786736711,0.013440528115750361,0.003313431049942972,0.013603134832814945,0.00979969068350206,0.005374354792826441,,0.004027052451164748,-0.006717859213263289,0.009649406255798576,0.020480116751316224,0.005658378410498877,0.009640804488395549,0.02606145749957145,0.017905943796312496,0.024051371555967593,0.002328765699749935,0.001761353040566016,0.003836230496499171,0.013729671650934305,0.006716981807784572,0.017091664596260436,-0.002241583474677622,0.013223757921755785,0.017125726862082358,0.004862890606491588
2019-02-11,0.0004890209029324577,-0.0037041150050021177,0.0015241668646381878,0.00032578762764901015,-0.0004699671020222951,-0.00995752003141348,0.0005962084122235201,-0.0045388341799255105,0.0011169684945531166,0.005829594096933066,0.0009994142107194737,,0.005081470858543602,0.031765486881467186,-0.0013294047654346386,0.00036067994195887465,-0.006516600942572337,0.009704124828280092,0.00892851908260961,0.00011897836284213703,0.008081435768736656,-0.013678728925035966,-0.011082468064416595,-0.004909484304526313,-0.0012936171331057178,-0.005550976627963111,-0.0003202168832323604,-0.01522768706628641,-0.002264935821587599,0.0078364566586977,-0.009661654207016035
2019-02-12,0.0014304754643561512,0.004056482018318208,-0.0012497291702457947,-0.002251185585715021,-0.007724998432938834,-0.0034352958257266586,-0.0031092251555193684,-0.002682154331484554,-0.004648335126587133,-0.0019786903213705465,-0.0036377292864746558,,-0.004863867526262,0.001718011840454503,-0.001860744810163295,0.003600718382252399,0.0011830833891488535,-0.00254462623490892,0.00417862580218209,-0.0003067489107189125,-0.00029113854247353466,-0.0038310776420051873,-0.004031662097262023,-0.007898408698102877,-0.004659296007112568,-0.002902230605072109,-0.005049852823310719,-0.003709635885471796,0.0011760822359589973,-0.004085445321179604,-0.0009104456724184917
2019-02-13,-0.006448843959058648,-0.007311349567953762,-0.0076020660081244085,-0.010508223315746523,-0.0031973291291389483,-0.010139521452122269,-0.003986694825496517,-0.005699900350073062,-0.004438626241015653,-3.478430639680674e-05,-0.006852594052009664,,-0.008007831968539048,-0.0049781150843442035,-0.008935681563921438,-0.005818145515124051,-0.005796747115438983,-0.0048747405363578356,-6.614530537962793e-06,-0.003380937341156409,-0.007376679970015232,-0.010925381172914639,-0.00918142150700918,-0.010034277938824498,-0.0118319708678436,-0.011682832526636933,-0.0038114811481251287,-0.011567574156428728,-0.0025733479463179165,0.0007588382740764121,-0.005534838436376255
2019-02-14,0.004712660659465406,0.00021391849269303265,-0.0027381110276021303,0.000857394590375371,-0.0032008597550430284,0.0010390372254667213,-0.0034169976535356472,-0.0015914231913138899,0.0009893561279126217,-0.00338285635319846,0.0036476909296048188,,0.010751451792405886,0.000531694652517567,-0.00349798944705515,-0.0009692431030736692,-0.0027381110276021303,0.008463616005259578,7.403745383749438e-05,0.0013438483128811463,-0.00387901233963861,0.0006517194808723925,-0.0038002459187332915,-0.00018546265491536928,0.0005719294284480814,-0.0031689597996832353,0.003050600983975249,-0.0027381110276021303,-0.0020765603528205556,0.0003647258518304497,-0.0029111438605822215
2019-02-15,0.006512403764279084,0.008134506340402026,0.002490494003420829,0.0034015011506715043,0.004381746958503574,0.00044111771213584117,0.003264597200049457,0.0017483646775441342,0.00721330126941977,-0.009023270962643437,0.007829075622148518,,0.002085688148308895,-0.005924406107683189,0.006367382784443487,0.009018461365671082,0.003088841530925812,-0.004242891627944445,0.012478275904724057,0.00975351968778937,0.002928609069043686,0.008060425637182234,0.0037969516368661083,0.006581336745617228,0.0063286351957142495,0.00299285806961469,0.0011043688609817526,0.0023234111863837947,0.003328373076886937,-0.002624685014786521,0.0009555846736901685
