000194,2.3333333333333335
000191,2.3333333333333335
002865,2.3333333333333335
070009,3.6666666666666665
519723,5.0
217003,5.333333333333333
519712,7.666666666666667
519772,8.666666666666666
050014,9.333333333333334
002383,10.333333333333334
690007,12.666666666666666
000219,12.666666666666666
110026,13.333333333333334
001938,15.333333333333334
260101,16.666666666666668
270002,18.333333333333332
000020,19.0
519704,20.333333333333332
519736,21.666666666666668
160119,22.333333333333332
000457,23.333333333333332
001714,28.666666666666668
