,000751,519712
2018-05-02,,
2018-05-03,,
2018-05-04,0.012887442494024515,0.010199307104173383
2018-05-07,0.005843761556636684,0.011227952727567603
2018-05-08,-0.016046428234219534,-0.011492694172288598
2018-05-09,-0.0006662944996195241,0.00010793701524081101
2018-05-10,0.0014925622443799913,-0.000518673815876669
2018-05-11,-0.00755037189909924,-0.004088053210808407
2018-05-14,-0.0006708250182161368,-0.005056899791101355
2018-05-15,0.01650942627887586,0.014270571157132483
2018-05-16,0.002983599644562185,-0.0005573340854050368
2018-05-17,-0.004633302528324279,0.002794754922299414
2018-05-18,-0.010653970149362868,-0.006870247501888027
2018-05-21,0.011660388401101729,0.013771447035868523
2018-05-22,0.01594507808704937,0.006694856820138373
2018-05-23,0.002230874968203289,0.007049531492425376
2018-05-24,0.005406951366347945,0.00224233456201528
2018-05-25,-0.0035487426937383937,0.0022429623140248767
2018-05-28,0.002385322167756776,-0.0044546231126809666
2018-05-29,-0.01736799307429371,-0.002409997753295867
2018-05-30,0.0015200849948828754,0.00037237389044353364
2018-05-31,0.008241197401800848,-0.002087731799629511
2018-06-01,-0.020980778855757554,-0.011801458652784369
2018-06-04,-0.010601194430204797,-0.005558398202705872
2018-06-05,0.018378232569890685,0.007833033486525975
2018-06-06,0.008397838816998848,0.008323412071723824
2018-06-07,-0.0072278504127325505,-0.0010800697314844454
2018-06-08,0.010428203013522874,0.009028622887560678
2018-06-11,-0.010411054802115127,-0.009599076068930956
2018-06-12,0.003996395577021472,-0.0024811770729873395
2018-06-13,-0.003612999244507309,-0.0022048049817369186
2018-06-14,-0.006124088604687605,-0.006017232742332568
2018-06-15,-0.009986854665655853,-0.0077481675183896925
2018-06-19,-0.009019567408300233,-0.009920794414180367
2018-06-20,0.008831520768797452,0.009409473258259027
2018-06-21,0.004971530355579068,-0.00011417548834757874
2018-06-22,-0.0014174130100466087,0.007283425696530399
2018-06-25,0.018490393929281423,0.012594300936450198
2018-06-26,-0.0008039891179798531,0.01110481518423545
2018-06-27,-0.00027151027188765386,0.010442108101109904
2018-06-28,-0.007306272801170355,-0.00932733190178503
2018-06-29,0.01799088112186631,0.009918155096976022
2018-06-30,,
