day,270002,519069
2015-05-04,,
2015-05-05,0.03232459363370721,0.011539834383541447
2015-05-06,0.01414744931598022,0.022510382969116227
2015-05-07,0.0030482740326146507,0.004833680036150256
2015-05-08,0.0038742620753360324,0.023297454279574303
2015-05-11,-0.00651968353947896,0.010569860269579845
2015-05-12,-0.0026075450752374163,0.004464658835782176
2015-05-13,0.011297862809395043,0.0035867375177250915
2015-05-14,0.008201359935342545,-0.010905082696192392
2015-05-15,0.010773346827232189,0.012612285603884499
2015-05-18,0.012789310535755494,0.017220207541844612
2015-05-19,-0.026960633213161334,-0.013621424964380013
2015-05-20,0.010451647322872182,0.013293220091838087
2015-05-21,-0.0011280125151047482,0.013601126140177389
2015-05-22,-0.009305341384520771,0.004338013527054985
2015-05-25,-0.01580735118465637,-0.016072021441609463
2015-05-26,-0.0006270418633449459,0.010132629864851195
2015-05-27,0.007071084153880469,0.014098953801586656
2015-05-28,0.040763745002582175,0.023798925832878903
2015-05-29,0.0065477580129693624,0.01954971083062862
2015-06-01,-0.021633061152642963,-0.008531030993778055
2015-06-02,0.005688553032150656,0.001253042499236745
2015-06-03,0.007888523904717948,0.01125607388834271
2015-06-04,-0.011909526115373104,-0.004161554201396855
2015-06-05,0.008790243796180874,0.003867682540995565
2015-06-08,-0.02638148125019657,-0.01793737320345823
2015-06-09,0.009356408136300232,0.0007937052859479099
2015-06-10,-0.0016100361072157732,-0.003456514265200328
2015-06-11,0.006385605729968491,0.013066854611446965
2015-06-12,0.011029395758855642,0.010045284099459817
2015-06-15,0.02127601485216457,0.0032790112062140997
2015-06-16,-0.001653883090213637,-0.005677034339815479
2015-06-17,-0.002837999835341831,0.0010588879374517912
2015-06-18,0.01905751479621076,0.010612716784163534
2015-06-19,0.015036717509819941,0.0048759561415793184
2015-06-23,-0.03050094554931615,-0.017377819250764093
2015-06-24,-0.009188049069873472,-0.0036333055652322255
2015-06-25,0.020934025830240066,0.014058622717148861
2015-06-26,0.021856628646173326,-0.0016856949008788868
2015-06-29,0.036920570027964006,0.02526436190694492
2015-06-30,-0.05989500138077597,-0.037826210339641175
2015-07-01,0.02343482175679279,0.0021854880098716167
