,001714,005827,519712
2019-05-06,,,
2019-05-07,-0.006175732282177382,0.0065987423283839775,-0.00011873231694470299
2019-05-08,-0.02911576174096564,-0.01808967299815545,-0.011755133050448063
2019-05-09,0.005415260409976863,-0.011924812968182374,0.013049710700755113
2019-05-10,0.0005361378638315539,-0.005175261657728525,-0.024141591804083484
2019-05-13,-0.014682035078718236,0.00382505930746313,0.000743922710407352
2019-05-14,-0.011874914002351633,-0.02197662819855517,-0.012224580049692069
2019-05-15,-0.0012244811104145104,0.011602894910462958,-0.019733128994674276
2019-05-16,-0.014702828616119712,-0.0026943839854067786,-0.012860076773367979
2019-05-17,0.025487934295522097,0.029464040598094265,0.03253066933825721
2019-05-20,-0.008445452817141708,-0.011593726212898448,0.008132033145426543
2019-05-21,-0.00942772605792297,-0.021191444171504648,-0.017083699158922494
2019-05-22,0.006885208258714859,0.005293883717352954,0.011668932518639874
2019-05-23,-0.0014884241000906462,-0.002547831212764251,0.0054758287736481615
2019-05-24,-0.004376021428563748,0.0012567942959202938,-0.00959445399220471
2019-05-27,-0.005322963030422123,-0.0162219461672668,-0.008238627705115853
2019-05-28,-0.011397781280295671,-0.005538949836733531,-0.021254640690726356
2019-05-29,-0.012996196793080284,-0.014615414910857272,-0.013816180735243933
2019-05-30,0.00041139678474810815,-0.001989164442351532,3.015125075156444e-05
2019-05-31,0.009964755596512997,0.0005074620428128229,0.0030140932867352976
2019-06-03,0.00029970422393210683,0.00639574562391787,-0.004385538038131354
2019-06-04,0.007975481718957567,0.0021678144180057313,0.015586671409355102
2019-06-05,0.01691387869749894,0.007667187146769283,0.015494935809950205
2019-06-06,0.006715347131068472,0.013858007212069423,0.01486556932694294
2019-06-10,-0.0039814878978359225,0.009106896088493244,-0.012580800101572365
2019-06-11,-0.02675344327054585,-0.025143207137548362,-0.03104646873850303
2019-06-12,0.0004034651389713817,-0.004918027451442097,0.00503935035651637
2019-06-13,-0.0014975829935403029,-0.0011090669116052831,0.004356766962706038
2019-06-14,0.008574093903258029,0.014246556374768016,0.01166194331750936
2019-06-17,-0.007218801126724461,0.0003740575798090173,-0.0026546631591248815
2019-06-18,0.0035149802774718797,0.008586938356026863,0.0003088861798696829
2019-06-19,0.04262344322775591,0.04606151523245261,0.034960577294540496
2019-06-20,-0.04015730376238058,-0.03129358894572554,-0.04477331203238655
2019-06-21,0.011039357945479722,0.00030675591821749393,0.01809518803501775
2019-06-24,-0.00380014722613653,0.00788047881869458,-0.0025858181429549987
2019-06-25,0.012138168998569898,0.014651024729393614,0.009132585720771469
2019-06-26,-0.004170315809720826,-0.007842286433955792,-0.003117345495717627
2019-06-27,-0.0033538523112739416,0.006317902676864939,-0.008954923941741688
2019-06-28,0.00036109230606740095,0.006038573226474719,0.0007038704087330983
2019-06-30,,,
2019-07-01,0.013956969842503941,-0.018710906745517786,-0.0009554628594206083
