050203,1.5
050202,1.5
050030,3.0
005827,4.0
519772,5.333333333333333
110026,8.333333333333334
000219,8.666666666666666
160212,9.0
000742,10.0
110011,10.666666666666666
004675,11.0
090010,13.0
519712,13.666666666666666
519710,14.0
004986,15.333333333333334
710002,16.333333333333332
519736,17.333333333333332
001714,18.0
160119,18.0
000020,18.333333333333332
000527,19.333333333333332
050014,23.666666666666668
001938,24.0
540006,24.333333333333332
002803,24.666666666666668
519779,26.0
470058,28.666666666666668
000457,29.333333333333332
040035,30.666666666666668
