,166002,519069
2014-12-31,,
2015-01-05,,
2015-01-06,-0.008310228124561503,-0.006066523391059286
2015-01-07,-0.007361716653614181,-0.008859524982507194
2015-01-08,0.020220996172525485,0.01977910242058112
2015-01-09,-0.0010749434880649167,0.006647118782670214
2015-01-12,-0.0004512042489385193,0.009746078692493554
2015-01-13,0.0021767983584484174,0.0024826503717034765
2015-01-14,0.005289066307736623,0.0045546500965794046
2015-01-15,-0.023388341743666663,-0.018295403702361046
2015-01-16,-0.0013461715633449334,0.008517864647075823
2015-01-19,-0.0020884011493638166,-0.019327530889037936
2015-01-20,-0.0019383600404780932,0.002658552675757875
2015-01-21,-0.02427365670750614,-0.007450725373830069
2015-01-22,4.527318962921356e-05,-0.0030406913613785225
2015-01-23,0.0006776120485666448,0.002487144028920696
2015-01-26,6.091095982063699e-05,-8.611393394075684e-05
2015-01-27,0.012665379905414054,0.004790321231982753
2015-01-28,0.0002495881717347048,-0.0019111626929131376
2015-01-29,-0.005068252613977475,-0.006876749276588989
2015-01-30,0.014159003888779664,0.004758270217531391
2015-02-02,-0.0008900616098936887,-0.00022235013624793964
2015-02-03,-0.0073550827370456595,0.009304366561216693
2015-02-04,0.01158641584337805,0.007590722099772629
2015-02-05,0.03448438067668724,0.033464873251842886
2015-02-06,0.0035924718252487997,0.0008576893605761748
2015-02-09,-0.01559392493081746,-0.01339888583850235
2015-02-10,-0.011596639841074508,-0.0019228229776262484
2015-02-11,0.0014867380857104262,0.004469615559638429
2015-02-12,0.003998203686570889,0.0006387705450552339
2015-02-13,0.004912337815229373,0.004868023579064573
2015-02-16,0.003891363888695487,0.007230057906005838
2015-02-17,-0.0006586660366747488,0.0020442052257894083
2015-02-25,0.010940656056243059,0.01009315230391572
2015-02-26,-0.019815516881702466,-0.018792863860108477
2015-02-27,0.00011302307324423388,0.00098562015872794
