,000751,001714,001875
2016-08-02,,,
2016-08-03,,,
2016-08-04,0.009710202886119124,-0.0007206881366506046,0.01004377090367048
2016-08-05,0.0015428867984361716,-0.006451549360792952,0.011112830087661063
2016-08-08,-0.005397024344387269,0.0006771743286337895,0.0013211100638477191
2016-08-09,-0.0021510811438656408,0.0003252161437523604,-0.001084352147734835
2016-08-10,0.0002860732245657527,-0.0024338391615863486,0.009136821363740055
2016-08-11,-0.008173584193185923,-0.006812163339269817,0.00373699420764928
2016-08-12,-0.012520775980561671,-0.013152282410445304,-0.0020258102013948065
2016-08-15,-0.012384139791795645,-0.007981350059540482,-0.023651126578978277
2016-08-16,0.011373197770976784,0.015967527055973596,0.006492570471701153
2016-08-17,0.004708629916830187,0.0048016269578334825,-0.005739113642314497
2016-08-18,-0.00828078801886023,-0.0017725036026324803,-0.0010752157096077797
2016-08-19,-0.0005930932495668007,-0.005330681902049106,-0.0037282283847019926
2016-08-22,0.001631260162059056,0.0006033110910224071,0.020021901761466787
2016-08-23,-8.262626110844273e-05,-0.0019030062106268897,-0.006331834049061125
2016-08-24,0.002943236265329441,0.007051066374626269,0.005402195758624662
2016-08-25,0.0008730097282707572,-0.0027425840963317683,-0.002032714147263137
2016-08-26,0.007657303932711801,0.005936133536842747,0.015086122345375874
2016-08-29,0.0036260778509213942,-0.001222836146277162,-0.0003659381171425835
2016-08-30,-0.0005044829502887094,-0.0022197488164980017,0.010114986076259935
2016-08-31,-0.003213449617617492,-0.00434241465898455,-0.008704148158421798
2016-09-01,0.005578832549831048,0.004129483139108325,0.013714101888967045
2016-09-02,-0.010629660702901944,-0.008110751762059554,-0.008158895772831798
2016-09-05,0.007733813910025367,0.004722001752145877,0.013546843416306409
2016-09-06,0.009679464279129357,0.011007647390700148,0.0024464624631501675
2016-09-07,0.002274801204083965,0.00012584591932951472,-0.005889193856844388
2016-09-08,0.004089978091252222,0.009696532090625265,0.009898345781490514
2016-09-09,-8.925157782779802e-05,0.00554920939268666,0.007242133214696911
2016-09-12,-0.016071581837528326,-0.01730098603587793,-0.01766206100765111
2016-09-13,0.006185459372370805,0.002390460965234875,-0.004568580488946039
2016-09-14,-0.007760880904601586,-0.003828269936062556,0.010054490858138698
2016-09-19,0.01108326094615486,0.008345139838765281,0.005029377722789219
2016-09-20,0.01010300085486604,0.0030719914580957797,0.003084400235335072
2016-09-21,-0.0014382577669889152,0.0023435563996316855,0.005857262915509587
2016-09-22,0.011372842707704889,0.0029614370325157235,-0.0037932701293285076
2016-09-23,-8.635865412065513e-05,0.0033686899590478214,0.0033386512520281464
2016-09-26,-0.006767875517241895,-0.003123521586163247,-0.003439997721279009
2016-09-27,0.0031488537538750805,-0.0012124853900727928,0.003264094021232511
2016-09-28,0.00328237416619237,0.0005382542256979761,0.004794425162172544
2016-09-29,-0.0003384697379260615,0.0030164896271971386,0.006512265838926945
2016-09-30,-0.00014181491514531075,0.004424415241793378,-0.013412661586523211
