,163402,166002,270002,519069,519700
2012-02-01,,,,,
2012-02-02,,,,,
2012-02-03,-0.006332674067068833,-0.003205497465400775,-0.009456483388735393,-0.00504106015006478,-0.007692338005262478
2012-02-06,0.005485475065644119,0.004692310837406621,0.0060691647149033745,0.0040874314419732105,0.002727812135379093
2012-02-07,0.004830096886791813,0.003593857375046472,0.009556193935054913,0.006376812410085697,-0.006139517618911183
2012-02-08,-0.01992690688189569,-0.019629079871341437,-0.024027250240623355,-0.017625649224382922,-0.0007679201926267254
2012-02-09,-0.0010461778594608173,0.00380717808065989,-0.00021184813598340568,0.0012596303935816788,0.0020189602207583146
2012-02-10,-0.004024094287260915,-0.004874165900902283,-0.0037061661701807136,-0.002714736592151601,0.0021616131117843107
2012-02-13,-0.00808829672760325,-0.006483063910074138,-0.008687933734329079,-0.011008580863357098,-0.021282553466096865
2012-02-14,0.00035166333714797826,0.004583928018226602,0.0023156626285489867,0.002040523765444613,0.002712566776197245
2012-02-15,-0.008930648420625076,-0.0091378070639212,-0.011706379473587214,-0.008047020710055808,-0.003046357522988208
2012-02-16,0.0008549059937998926,0.00343674818638684,0.0024760090340715246,0.0020300707884428615,-0.0011983466150787825
2012-02-17,0.0064021727896557135,0.004188110460913719,0.00521031150389184,0.0071119354431261605,0.004625561723566429
2012-02-20,0.011422958273691552,0.01137217975569138,0.011932583796141594,0.015475543734274733,0.01672348463179374
2012-02-21,-0.004951535994748957,-0.0019488824581490594,-0.00404137779701208,-0.0022532182769838816,0.007937257913492424
2012-02-22,-0.007764715338089312,-0.004481179765123189,-0.008807388015222184,-0.0036413233325696126,0.006212840718674784
2012-02-23,-0.0027083405449725984,-0.0021979597607415524,-0.0023945306839254776,-0.002064935527354095,-0.002932349739434681
2012-02-24,-0.009824807222035048,-0.007850169910906812,-0.010977034091033788,-0.006415756189366295,0.0053691945328531165
2012-02-27,0.0033775533141789937,0.002944792310366817,9.335496227780293e-05,0.003183899130131951,0.001664199977142844
2012-02-28,-0.003428464417827959,-0.0038828161686746965,-0.0042401688311536345,-0.0038154987671263907,-0.004895412374037789
2012-02-29,0.0030712650461589552,0.0038695381770319504,0.006380697559204562,0.0036385829058641628,-0.0037137499717604383
2012-03-01,-0.006297023889817344,-0.003027376058616804,-0.003615959336077834,-0.00339010904353243,0.0014288846770214025
2012-03-02,-0.008816578916939877,-0.00753447257907669,-0.011557499862992593,-0.004191271380157291,0.010205321383716326
2012-03-05,0.004672324618165913,0.007976702869057717,0.008534363642924703,0.008029376041162828,0.00719548655403901
2012-03-06,0.007113957383495517,0.0068774206227842916,0.009125787557408782,0.006913852985993785,0.002085829497053715
2012-03-07,-0.0036683909432952966,-0.005685905391252577,-0.00474036548354051,-0.007051560287772207,-0.011107854156413022
2012-03-08,-0.004119036416760258,-0.0021175813593428128,-0.005804672915933118,-0.003745119430408783,0.004047630659876678
2012-03-09,-0.001094918467686945,0.0004942564215197898,0.00024028667935915848,0.0007800385764531459,0.0019860179064798977
2012-03-12,0.0031644515161340925,0.0045861853065304325,0.005298178475642845,0.006530569045192336,-0.004095988981434373
2012-03-13,-0.0045344563435314456,-0.006925138584201962,-0.007731345478160234,-0.003919467126287879,-0.006052572345358387
2012-03-14,0.02179140084476694,0.016107076781783802,0.02450956804429283,0.016624781331656013,0.002345943108013393
2012-03-15,0.007819785571052229,0.006641565423226803,0.00790963537383238,0.004633551887391674,-0.004390868802106929
2012-03-16,-0.002848836025837409,-0.002516095112641059,-0.005537014350722513,-0.002517276557498116,-0.0011521241561951445
2012-03-19,-0.005873533726503344,-0.0033137415654589386,-0.00597825473657676,-0.002150560108379107,0.00405397562118881
2012-03-20,0.006644300297917294,0.005755075293492284,0.009100983979383637,0.003685695143126222,0.0015256995967253273
2012-03-21,0.0009711465735986469,0.003692182121984522,0.001154523925023243,-0.0008385622145850036,0.003692182121984522
2012-03-22,0.0009992491375430124,0.0018394226970788186,0.0022768563147359533,-0.001367663115002804,0.0023344387049704096
2012-03-23,0.00557506226382809,0.0027693024335395666,0.00611998693635174,-0.0004324353090715549,-0.005607398698500465
2012-03-26,7.091432939820841e-05,-0.0024521282016363166,0.0017603590031716188,0.0017178060311686671,-0.00045559622447033377
2012-03-27,0.0018852571162855103,0.00317639153245719,0.0011525373883466417,0.0032414230035997527,0.003831367627756821
2012-03-28,0.012262072012840242,0.010950461666764943,0.018487654965117506,0.009238934719389635,0.0015488701679139405
2012-03-29,0.00461176447230105,0.0033099163844801938,0.007228225451458847,0.003666990473313314,0.0026218878594075345
2012-03-30,-0.0018853716491071815,-0.0006229890824693829,-0.004361609317976467,0.0011890511231695822,0.005221309187685597
