,001875,270002,519700,519712
2018-01-31,,,,
2018-02-01,,,,
2018-02-02,-0.012886132709749365,-0.01115526752731788,-0.00926842949098261,-0.010507741606886611
2018-02-05,-0.01728397302162188,-0.017683876531001008,-0.01705395374139218,-0.02542481332191726
2018-02-06,0.003740224005238546,0.002132633896568592,-0.009724763359235222,-0.008697003429676275
2018-02-07,0.03691145910113314,0.03314968839925947,0.030085520534580135,0.027436528189171083
2018-02-08,0.005541104030246213,0.0017420171353469405,0.006128527298081776,0.0054820573390752525
2018-02-09,0.01140898246926414,0.006641991048102924,-0.0018949225298463546,-0.004033097311050948
2018-02-12,-0.009970954432731771,-0.006972634096950037,0.008992410875735546,0.008037742523333558
2018-02-13,-0.0032662609892507577,0.0004294669990447808,0.002318270911070508,0.004593507143917375
2018-02-14,-0.006255343538026925,-0.003933843668223691,-0.004573667661032177,-0.00120606033360815
2018-02-22,-0.0064740902088609165,-0.004367690157689008,0.0066362920875677744,0.0042725901491267315
2018-02-23,-0.0008770263397352984,-0.002032582419947415,-0.005642385878130374,-0.005014784611665157
2018-02-26,-0.0032713692107471104,-0.004996369321014882,0.00682495217270862,0.002833657132026879
2018-02-27,0.020684395620933604,0.013952471826189972,0.01407259944757433,0.014633168229765015
2018-02-28,-0.0024095671797907947,-0.0021177229648797757,-0.004072766070102429,0.003693809734219178
2018-03-01,-0.012162963341570965,-0.012820107244866819,-0.005978671442993244,-0.003599257397823852
2018-03-02,0.00032763542039226934,-0.0011278281850991556,-0.008383630852322743,-0.006073018008599718
2018-03-05,0.001588441486677361,0.0007396002772054322,0.0037342094552301752,0.003177032427464921
2018-03-06,-0.007824059043516796,-0.004304726988469509,-0.0040361802556379,-0.003250888311809419
2018-03-07,0.007310344970708593,0.004962946999577111,0.002362321263155054,0.0012965268920379636
2018-03-08,-0.00816482437656596,-0.00571738794798704,-0.009095609616001976,-0.005755436226170252
2018-03-09,-0.005789237771530731,-0.004557049032756666,0.0024877820763165026,0.010489532099343002
2018-03-12,0.0014377053483901614,0.001314836126080965,0.007314898330846309,0.011585184033880647
2018-03-13,0.008721958967068177,0.006911808716770329,0.004285869430739275,0.00617021556988584
2018-03-14,0.0006673110798172122,-0.00012907862020938854,-0.006830345902375856,-0.011939288846026463
2018-03-15,-0.012030153076433625,-0.007947000126206083,-0.009227069684702771,-0.011104651359505557
2018-03-16,0.011283706079524003,0.00886512679347573,0.00468464585418249,0.005363552015921869
2018-03-19,-0.005543145194474852,-0.002958015219954868,-0.001993740120327825,0.004984761874785804
2018-03-20,-0.0057929257313407145,-0.006959749727915909,-0.00837292807105694,-0.007899667304374525
2018-03-21,0.016488031294299432,0.008418384674349522,0.004518188330675965,0.0005460190329076298
2018-03-22,0.007488984399463217,0.00793423324653475,0.005515513822626383,0.008761191605488383
2018-03-23,0.00626387773597159,-0.004929045457198078,-0.01739338186816808,-0.013820120530931401
2018-03-26,-0.004452855393521027,-0.0047918138226908935,0.005251171777755026,0.020021331986975976
2018-03-27,0.00915313648297822,0.005315999829881735,0.01467301168926749,0.022657587112509647
2018-03-28,0.0037141418297189643,0.004278346430937052,0.0014998490174428225,-8.339030343906817e-05
2018-03-29,-0.012993865348095657,-0.009171693147983273,-0.004986549185594047,-0.008394846654916854
2018-03-30,-0.0019109886952694,0.0011022462319905113,0.008276772471528915,0.015330298588436264
