002865,1.3333333333333333
006077,2.0
005756,3.6666666666666665
070009,4.0
006630,5.333333333333333
519723,6.666666666666667
000191,7.0
000194,7.0
006091,8.666666666666666
217003,9.333333333333334
000215,12.666666666666666
519062,13.333333333333334
000307,13.666666666666666
519755,14.333333333333334
050014,16.0
270002,17.333333333333332
003940,19.333333333333332
001910,20.0
004517,20.666666666666668
006880,22.333333333333332
005827,24.0
470058,24.0
163402,25.333333333333332
519736,27.333333333333332
006580,32.333333333333336
