160212,3.3333333333333335
000457,5.666666666666667
003940,6.666666666666667
002803,7.0
000020,7.0
000979,8.666666666666666
110026,10.0
000742,12.0
110011,13.333333333333334
519779,13.666666666666666
000527,14.666666666666666
519772,14.666666666666666
004986,15.666666666666666
540006,17.666666666666668
090010,17.666666666666668
050014,17.666666666666668
519736,18.333333333333332
160119,18.666666666666668
040035,20.666666666666668
470058,23.666666666666668
070032,26.0
040008,26.0
001714,26.666666666666668
