,000751,001714,001875,519736
2016-11-02,,,,
2016-11-03,,,,
2016-11-04,-0.003323001410211912,0.0023912843040737597,0.001517158429947929,0.00029594643084174255
2016-11-07,0.0003378052704856582,-0.0025867803956780566,0.002560228616992788,-0.0025141370872943103
2016-11-08,0.007913041541705024,0.006410212687391059,0.0007281492761677111,0.003190568956456419
2016-11-09,-0.0036427694131819788,-0.0021642192620655587,0.0034661440706477142,-0.005264416079539758
2016-11-10,0.001725575115865574,0.0035988491779654908,0.0014509011660761573,0.011750140497573724
2016-11-11,-0.010540583415265647,-0.010276103941984194,-0.013838749489953672,-0.014886189217060086
2016-11-14,-0.006168566416951737,0.000388810632228509,-0.01313720753193437,-0.007740069821875806
2016-11-15,0.007327406349474819,0.002965687720655197,-0.002046027234485104,0.0033809715321062583
2016-11-16,0.0020876416066456516,0.0016390904728394995,0.006099809894015817,0.003963837080126598
2016-11-17,-0.00444416945541759,-0.009492052891673874,-0.00031833933839808815,-0.009025890255433211
2016-11-18,0.007086371885795195,0.000117301245881829,0.011924487017576313,0.004255422637042483
2016-11-21,-0.00896849098346375,-0.007519215621144992,-0.004876356702650186,-0.00729024222251673
2016-11-22,-0.004783998691581415,-0.003202944517907813,-0.005575679634387765,-0.005204869114945554
2016-11-23,-0.005263774980437619,-0.00595608957105731,-0.0011031302994933823,-0.006517954484386634
2016-11-24,-0.014578293775180495,-0.006566504266599882,-0.004883417238685128,-0.008903380941044703
2016-11-25,-0.005774231212085645,-0.00567014665148724,-0.003788958742896975,-0.009484900503768268
2016-11-28,0.00038281072887369483,0.0010173284953711725,0.007015614699312778,-0.0005674575585116193
2016-11-29,-0.013356778883878317,-0.01163609716319669,-0.014224251369749474,-0.018224503751603227
2016-11-30,0.00106475293690389,0.001422152943164945,0.005520513598902599,0.007119660720437904
2016-12-01,-0.0033906036419328878,-0.0026559673290071917,-0.005948148398966069,-0.0022227625554323005
2016-12-02,-0.006648259721893202,0.00045441727999862014,-0.005017350948127386,-0.005127927304726887
2016-12-05,-0.0026538912041049745,-0.00042214056018652357,-0.0005009830944435745,0.0006944847499871232
2016-12-06,0.005946614405758166,0.006187946125903676,0.0011773884990973205,0.005810909358579752
2016-12-07,0.0008035266576584821,0.004050418704376169,-0.0006814402330381775,0.004084907683820527
2016-12-08,-0.0011557000185303812,-0.004007248389288676,0.006811912616463411,0.0012274352217442885
2016-12-09,-0.010261150086326998,-0.0074969352661287125,-0.01952755504684789,-0.010981648383362241
2016-12-12,-0.019820592065970644,-0.013260766596373541,0.0029009147982828054,-0.014933647825759122
2016-12-13,-0.0011595835280584499,0.0027870690156128752,-0.0005216885933898574,-0.00041757188793845046
2016-12-14,0.0026403131004372193,-0.006714755040709064,0.0006948228009096002,-0.004490158078706674
2016-12-15,0.006965212583163516,0.008684903038881475,-0.0001712726978355672,0.00864212706052514
2016-12-16,0.0049365382457635665,0.0045262669138363965,0.003090253201525117,0.006287552168281474
2016-12-19,-0.002727749996107698,-0.001965321727948277,-0.0040385147189437864,0.0012332415789320095
2016-12-20,0.0037495846894010088,0.00321003481323634,0.005780728900640075,0.007998023800861787
2016-12-21,-0.0020535421722021052,-0.0023263114094274062,-0.004780680557682215,0.0002624122471732715
2016-12-22,-0.00016491160737852617,0.0006897892473223255,-0.004653241948491704,-0.0007137590277956907
2016-12-23,-0.0010320846214653123,-0.001653835411763227,0.003231278927171899,-0.004341428822164817
2016-12-26,-0.006818423225035675,-0.0011020081174089036,-0.00976642590851362,0.010038759742129644
2016-12-27,0.004246338884593248,0.0025604637404714747,0.0008495997541584366,0.006850690861632591
2016-12-28,-0.0012363348008067598,-0.006067601817349111,0.013246232899396637,0.003637750413256313
2016-12-29,-0.0022605832783867408,-0.0036696287748739786,0.004273985286571191,-0.002388752085940249
2016-12-30,0.0025100154667507812,-0.0013990813482125386,0.009363024762730987,0.002629081896916796
2016-12-31,,,,
