,000751,270002,519736
2019-05-06,,,
2019-05-07,0.021027386765513745,0.0008020119236260559,0.011042886390673079
2019-05-08,-0.01610468078310856,-0.007594146302581484,-0.018579255968985464
2019-05-09,-0.009967078894514092,0.007015353019458548,-0.002428610408755749
2019-05-10,0.017039877152787763,-0.01722181510542864,0.0035200146567637702
2019-05-13,-0.004150701182128236,0.002851994399714619,-0.0008433758580794759
2019-05-14,-0.013637907109286584,-0.005014499675033979,-0.010368471072381258
2019-05-15,0.014859606293202487,-0.01058758575583485,-0.0002714663372396231
2019-05-16,0.0016930911558556971,-0.0032616074800808637,-0.0005522954399754809
2019-05-17,0.004038545343102551,0.021599377236679262,0.009305532578823827
2019-05-20,-0.005899487596539799,0.001909924235330429,-0.004567853782963427
2019-05-21,-0.0025622811227783426,-0.01129610995388397,-0.005082570114981699
2019-05-22,0.006360967891475,0.0030855133628817644,0.003362391836666756
2019-05-23,-0.011233582704241352,0.009883414342300556,-0.0033176712416173038
2019-05-24,-0.010045442044093855,-0.0029236306286978264,-0.0049326745965828644
2019-05-27,-0.0012536931072602009,-0.00913057303344278,-0.002713518144793259
2019-05-28,-0.0028539115889247846,-0.008827453080502812,-0.0027945263323752023
2019-05-29,-0.0058667852652269925,-0.005338358296236079,-0.009441050555139552
2019-05-30,0.002540052296041817,0.00404657661956731,-0.002282184672334986
2019-05-31,0.0030788244987640656,0.0043966316676349315,0.0058810662921986445
2019-06-03,-0.0024538705915657655,0.002051169730634572,-0.004424185653211454
2019-06-04,-0.006453533171764558,0.007206386353005745,0.005365273651802616
2019-06-05,-0.0004836060245183571,0.009464447684681465,0.011281798105811536
2019-06-06,0.0028801232092315887,0.007484990754987986,0.004865694734912607
2019-06-10,0.004028286260630676,-0.005927936949255308,0.0013702564448219157
2019-06-11,0.0010182136026195554,-0.0231003102046643,-0.004911193600272812
2019-06-12,-0.006641669381117987,0.004132427058843313,0.0003392137389530703
2019-06-13,0.0015761592481438047,0.0016599519751117064,-0.0008282342723131553
2019-06-14,0.0012800832228773151,0.008645989069592575,0.005317437326281649
2019-06-17,0.0003400666335604541,-0.002440710251348732,-0.0044518091869661935
2019-06-18,0.0004465864627358762,0.0004500234803896941,0.0037850842743960555
2019-06-19,0.030227828130697132,0.012833270408437292,0.021150308607185142
2019-06-20,-0.0016271947803447873,-0.02412773100639165,-0.008338624734580913
2019-06-21,0.011110451332450033,0.0007746038970177782,0.0038988575243321666
2019-06-24,0.004146421472455586,0.001927092822641141,0.002522428585905123
2019-06-25,0.007331817127066653,0.010096963780693913,0.002951128032144923
2019-06-26,0.004836154531145498,-0.0020815639617717263,0.003729966193886769
2019-06-27,0.0077174516864464415,-0.004763544565077771,0.00042828339304157304
2019-06-28,-0.0003482729527521933,0.0027451963001214885,0.0009348074224106995
2019-06-30,,,
2019-07-01,0.02329760785173085,-0.005203058121034498,0.0098825700146421
