,163402,270002,519712
2017-11-02,,,
2017-11-03,,,
2017-11-06,-0.0017155931281742642,-0.004851504631794734,-0.0010664109574294311
2017-11-07,-0.004980971390868838,-0.006717295652921118,0.001329931754910696
2017-11-08,-0.0017714586553965184,-0.0009524292288491942,0.0036477878744900494
2017-11-09,-0.004842078815135542,-0.005128331234155903,-0.004147083465908308
2017-11-10,-0.004023161679587162,-0.006340362081209916,-0.004687631391248059
2017-11-13,-0.000884418055941083,-0.0026524470888844576,0.004041704528439549
2017-11-14,0.00344632040262427,0.004640905346980251,-0.002914386036949268
2017-11-15,6.217904108374306e-06,0.0013846441718928792,-0.0009724286563324025
2017-11-16,-0.004875052196840146,-0.004426028832430484,-0.010217817688735753
2017-11-17,-0.008482734316537344,-0.007923650144689987,-0.0184246049554726
2017-11-20,-0.008935417163986603,-0.008053312886896924,-0.006223793085602614
2017-11-21,-0.014288701686884231,-0.01709473349422108,-0.01599483578926586
2017-11-22,-0.00270412618611815,-0.0007764255912992013,-0.00615748962062157
2017-11-23,0.014880206809762098,0.01916321149185929,0.0071782214873331585
2017-11-24,-0.003942265144614487,-0.004624154887422738,-0.004415934560916712
2017-11-27,0.003202865036443292,0.005902894307950879,0.003830408667407692
2017-11-28,-0.002326675907033282,-0.004549762052359352,0.001607671934327426
2017-11-29,0.0014549969946321406,0.003581577727759133,-0.0013833796481694804
2017-11-30,0.002946139989076224,0.0038942099632143234,0.0032452045867763513
2017-12-01,0.004312914248328803,0.0007177094954298191,0.013234172017056456
2017-12-04,-0.005901554609938131,-0.005906211400419803,-0.005853524022010337
2017-12-05,-0.009738551230807135,-0.007919327003641508,-0.01410459332808045
2017-12-06,0.003276387631389821,0.002610462509029632,0.012159371175508027
2017-12-07,0.004788648792101169,0.006191661958025341,0.004496622179072207
2017-12-08,-0.004625029508973144,-0.008273290675049783,-0.004167078827477022
2017-12-11,-0.009710644423652326,-0.011130551742952965,-0.001962524778923669
2017-12-12,0.008757165289742574,0.011246826542453014,0.008143400591538952
2017-12-13,-0.00550012163118252,-0.006596346494415206,-0.0034560765118745174
2017-12-14,0.005218846996943305,0.006328587730538793,0.00848693246896004
2017-12-15,0.005347028471962889,0.006676389437632824,0.008632861212353515
2017-12-18,0.00039576480179270845,-0.0019865564943324365,-0.0028730034921111702
2017-12-19,-0.007746447546618684,-0.009931421551770736,-0.008852937987130716
2017-12-20,0.002557344361079128,0.0014919228472678459,-0.00021024130881963643
2017-12-21,-0.006385190025309351,-0.00732980429237573,-0.005588123563052383
2017-12-22,0.0009346724102092807,0.002148227509526479,0.002142795669925146
2017-12-25,0.0011275080644101987,0.0035498189990009754,-0.001597993868878489
2017-12-26,-0.0009312508787124862,-0.0024405158767062396,-0.002029679577759458
2017-12-27,0.008096978934086674,0.010673719054084652,0.007039583367447033
2017-12-28,-0.003736940273916245,-0.004759487439392807,0.0022681256066001687
2017-12-29,9.071637404156618e-06,-0.0008157231520951047,0.0007801735022416878
2017-12-31,,,
