,163402,166002,519069,519700,519712
2012-08-02,,,,,
2012-08-03,,,,,
2012-08-06,-0.009725437481491461,-0.0077004874335910856,-0.004062395487514303,-0.0016635065824663897,-0.015101356526475262
2012-08-07,-0.0014102998040963488,-0.003095308350931192,-0.00042713630850688133,-0.0012489462064193546,-0.0023539185821099817
2012-08-08,0.00017091770522970062,-0.0005940244429204489,-0.0020789417918605224,0.003796419050387634,0.0004851607722420326
2012-08-09,-0.003554196648747565,-0.00359830479529033,0.001182648114662621,-0.0020420316797948868,-0.009742801756802644
2012-08-10,0.0029005850221989204,-0.0006706790300713417,0.0023211373116728273,-0.0023218973035730173,0.004228321037038296
2012-08-13,0.009507962022329175,0.007392485127576842,0.009497987027064392,-0.012990988965096206,0.017778241804134565
2012-08-14,-0.0018532214599644714,0.0014178702668992127,-0.0018532214599644714,0.0015481390842531084,-0.0018532214599644714
2012-08-15,0.00262933902276441,0.004913177076546038,0.0014113683023793122,0.0010543148641071198,0.007833975881056277
2012-08-16,-0.0006418741819881335,0.00026967822380030704,0.0003075936871134166,0.0024019993149458907,0.004539655742704651
2012-08-17,-0.0012878881505786755,1.6276667101022824e-05,-0.0017559850436155156,-0.00014283878797616278,0.001136064541041204
2012-08-20,-0.003002309468822073,-0.0025913505647126023,-0.0036533511354888137,-0.012134729560146273,-0.006002309468822076
2012-08-21,-0.0009594972952098324,-0.0021006401132788177,0.002053023032605905,-0.006265174478614632,-0.0031070826917332095
2012-08-22,0.005660283272360678,0.007147485401114206,0.003916600015951954,0.00037059596636013215,0.003439408723754256
2012-08-23,-0.0010312922069377617,-0.0006556417940783987,-0.0023989828242254596,0.0017391618483948434,0.0002628621899791739
2012-08-24,0.005682980718247355,0.004956980451148341,-0.0010409102658314184,-0.0028754699037111253,0.0036919352906469305
2012-08-27,0.008905848894677715,0.009537028862927843,0.008568329619744408,-0.0009966140074367802,0.005651732246007124
2012-08-28,-0.006217303150819475,-0.006205104300224029,-0.0038432390077334233,-0.005168620054784467,-0.003125719135478988
2012-08-29,0.0009250329291758952,0.004272241921061348,0.004915286286361731,-0.001462475519337203,-0.00023484955066355173
2012-08-30,-0.006909682309226062,-0.007342331785714973,-0.012395622251452187,-0.004316621899913442,-0.003111802622804971
2012-08-31,-8.812833117821661e-06,0.0019192726883607847,0.002994754445449166,-0.0008888943435145791,-0.0017360098162519932
2012-09-03,-0.007505991517660515,-0.007512527508610756,0.0009710737866377439,0.008151339906359523,-0.0041496083849270615
2012-09-04,0.009314764476956006,0.010438014767317427,0.00960215210152282,0.0015863106408653405,0.0040739329087073894
2012-09-05,-0.0029742891121355974,0.0006295970160266062,0.0032388660223430232,-6.364388518664832e-05,-0.0021212570539109743
2012-09-06,-0.003864902144461224,-0.003437078214105327,-0.0014612737577708312,-0.0012848796934312734,0.00011599832166275803
2012-09-07,-0.017680786364245638,-0.022005637017139756,-0.020892749902986285,0.005581693085218387,-0.005513154689957389
2012-09-10,-0.003112438564615294,0.0004975443262922319,-0.0013434944903247814,0.004216329926975515,0.00034616083663530084
2012-09-11,0.0006438928681623546,-0.0017283474233945606,0.0007151658537484229,-0.008201085772465477,-0.003937598199218351
2012-09-12,0.003720262927003115,0.0021108421547302303,0.005098403640976801,0.007101323827709227,0.006503486083611176
2012-09-13,0.004666302137361189,0.0037091065066868767,0.004006182036639827,-0.0035378056149200088,-7.180499954650976e-05
2012-09-14,0.006773009437347155,0.003918197875189322,0.0004166736703502538,0.011718380393369032,0.008644562630969799
2012-09-17,0.014138513717580015,0.013158196412413115,0.009473724224503988,-0.0032410289797500935,0.0021792381058745036
2012-09-18,0.0017897671608578802,0.006031964421938096,0.0036818694879174885,-0.004267528424082845,-0.0018218165404070286
2012-09-19,-0.004518111641431566,-0.003962695277620831,-0.0033734616057137234,0.006657046651531218,6.657120275588291e-05
2012-09-20,0.009905852836681883,0.007631482846556459,0.008126472046792066,-0.001981605137944098,0.00268877065044415
2012-09-21,-0.003822191883797288,-0.00649896523608362,-0.0059790562665407165,-0.001587619250041028,-0.0019131619247094722
2012-09-24,-0.011503490068295319,-0.010876740240982619,-0.011117274325435744,-0.0024844466443214586,-0.009275538315400178
2012-09-25,0.0003260571959644576,-0.0015459863454051481,0.0005821209371912328,-0.0036275483602246084,-0.0011102556538066244
2012-09-26,0.005986058284573326,0.004867716066506045,0.0002640619693280444,-0.0009882546591083452,0.0026352126056868874
2012-09-27,-0.01895043127537277,-0.020437849424540744,-0.017329459465425856,-0.0012525193059840234,-0.009295611932442771
2012-09-28,-0.018057797789711838,-0.017969116590504708,-0.016045256585794476,-0.009636401105910464,-0.011730341143729506
