,001714,270002,519736
2017-08-02,,,
2017-08-03,,,
2017-08-04,-0.0018812939912109528,0.003638394730983485,-0.0023267182859246782
2017-08-07,-0.0052772114918275825,-0.005817439231079247,-0.0008620212342305145
2017-08-08,0.004398841175822676,-0.001634231120401397,0.0011204291500592767
2017-08-09,1.6645524898439845e-06,0.0012953594480888952,0.002879239008517054
2017-08-10,0.004043686572647975,0.0020982153965986017,-0.0030827701753272096
2017-08-11,0.001318232622854465,0.009663115674228506,0.007310018510410132
2017-08-14,0.00688637607592768,-0.010617678316737988,0.0015798386605148096
2017-08-15,-0.0019815508498883805,-0.002958595718116408,0.004534407083353509
2017-08-16,0.006316529644219582,-0.0007107695151629123,0.004460910190622114
2017-08-17,-0.003038934814450611,-0.0032510259429052724,-0.0047369665548309126
2017-08-18,-0.011858018761225941,-0.0027672246606920137,-0.010594854065225312
2017-08-21,0.00394301048614043,-0.0014419256189068808,0.00027788071552570237
2017-08-22,-0.004131491994872394,-0.001471192987257064,-0.00401725100909911
2017-08-23,-0.007039845539264067,-0.003321857100503589,-0.0018080233154968983
2017-08-24,0.0016551176951402624,0.004796856935326943,0.001564208604230899
2017-08-25,-0.01109490514187339,-0.014625685244167741,-0.0072423429075412216
2017-08-28,-0.0033406151373682746,-0.008221571091216573,-0.002948168913352145
2017-08-29,-0.0003799709331132606,0.0009818454741921112,-0.001038599593276901
2017-08-30,0.0063565354111800865,0.00021897319401409376,0.0022444280771156677
2017-08-31,0.002003584828887406,0.0033830605468564423,0.0035846124968715865
2017-09-01,0.004974768806458307,-0.0009309720570522817,0.0008878347187233349
2017-09-04,0.0049801540845346715,-0.002269850082134317,0.0018167962539363813
2017-09-05,-0.008446432091397171,-0.0018092088220997837,0.009487248856358876
2017-09-06,0.0040003031505040365,-0.0007018912068628147,-0.0007018912068628147
2017-09-07,0.00410498333067566,0.005363803107340193,-0.001377207787955026
2017-09-08,0.003409004682029315,0.002571921683511058,0.0032815667387672276
2017-09-11,0.013952849269991519,0.0001259676052686176,0.003356347470354515
2017-09-12,-0.00225400207791715,-0.0007572248962428585,-0.0032492177136267397
2017-09-13,0.00816702348914844,-0.0011136572667700406,0.004345803386122116
2017-09-14,0.009638539805187474,0.0035409788295777123,0.007493547999538164
2017-09-15,0.0016816853634114004,0.00020456636036447762,-0.007035406818247547
2017-09-18,0.007162820281291005,-0.00248082329276178,0.009222663734517633
2017-09-19,0.002369301329921858,0.0046881551818065414,0.0028740003640995715
2017-09-20,0.002038624696371949,-0.0026836203326512376,0.002017729220765041
2017-09-21,-0.007533080865434694,0.0007906368236102468,-0.0029172906367194162
2017-09-22,-0.0067075082554441945,-0.0020699746596939406,-0.0007694759690513031
2017-09-25,0.0014743680849644836,0.0017605848906278032,-0.0017914365334696924
2017-09-26,-0.002742544608997255,-0.002742544608997255,-0.004051445132557285
2017-09-27,0.008490608701731572,0.00011394322046354155,0.0077140208108184005
2017-09-28,0.013244665743557205,0.0016014123702436933,-0.00111513875627256
2017-09-29,0.013318095445525646,-0.001556679120934712,0.003550676261200758
