160212,1.3333333333333333
002803,2.6666666666666665
000979,4.0
540006,6.333333333333333
005827,6.666666666666667
000742,7.666666666666667
110026,7.666666666666667
000219,8.333333333333334
004986,9.666666666666666
690007,11.0
000457,12.0
001714,12.666666666666666
000763,13.666666666666666
001938,15.0
110011,17.0
000527,17.333333333333332
710002,19.666666666666668
160119,20.0
519779,21.0
070032,21.333333333333332
000020,23.333333333333332
040035,23.666666666666668
519736,24.0
000307,24.0
090010,25.0
519712,25.0
050202,25.666666666666668
001910,26.333333333333332
519704,28.0
519772,29.0
519069,32.333333333333336
