,001714,519712,519736
2016-08-02,,,
2016-08-03,,,
2016-08-04,-0.0007206881366506046,0.004412127156592449,0.0031388358293189533
2016-08-05,-0.006451549360792952,-0.013716713864329377,-0.006462401098156101
2016-08-08,0.0006771743286337895,-0.006908920264518947,-0.007863741273812952
2016-08-09,0.0003252161437523604,-0.00024264665038797872,-0.0016526352157244517
2016-08-10,-0.0024338391615863486,0.006052738596080354,0.0036372796588820533
2016-08-11,-0.006812163339269817,-0.011580135752482845,-0.009795761722404706
2016-08-12,-0.013152282410445304,-0.01687165531617496,-0.014574917748540361
2016-08-15,-0.007981350059540482,-0.0052991195488807374,-0.013667623355567038
2016-08-16,0.015967527055973596,0.015013783612959797,0.01843677382335751
2016-08-17,0.0048016269578334825,0.006129979305509181,0.011178729521308162
2016-08-18,-0.0017725036026324803,-0.0016770188336516778,-0.006357005897058343
2016-08-19,-0.005330681902049106,-0.0028716061670213122,0.004966163882349495
2016-08-22,0.0006033110910224071,0.002612607013371737,0.0048663458397978365
2016-08-23,-0.0019030062106268897,0.0019937825210294413,-0.0010463618722136303
2016-08-24,0.007051066374626269,0.01686926122076604,0.015611685463190361
2016-08-25,-0.0027425840963317683,-0.0017291219880422037,0.003235864265038413
2016-08-26,0.005936133536842747,0.011947319127104117,0.010088675416391912
2016-08-29,-0.001222836146277162,-0.003150160854961559,0.007459662777211884
2016-08-30,-0.0022197488164980017,-0.0009698156631783306,-0.0005044829502887094
2016-08-31,-0.00434241465898455,-0.011253662715196233,-0.012411726401727163
2016-09-01,0.004129483139108325,0.003815886934426471,0.0070043003160810136
2016-09-02,-0.008110751762059554,-0.0023147172652671077,-0.011373103900618964
2016-09-05,0.004722001752145877,0.0050909120963917864,0.004902450188397189
2016-09-06,0.011007647390700148,0.0017324513685161858,0.001078856597274358
2016-09-07,0.00012584591932951472,-0.0013440173767224062,0.0009718696079926703
2016-09-08,0.009696532090625265,-0.003714116392750988,-0.0032452161497285026
2016-09-09,0.00554920939268666,0.007784730916120863,0.006945156844100908
2016-09-12,-0.01730098603587793,-0.014376060173539873,-0.01611882027828182
2016-09-13,0.002390460965234875,0.003427339648402694,0.009488842036218581
2016-09-14,-0.003828269936062556,0.0007426543466898528,0.0038508475898776373
2016-09-19,0.008345139838765281,0.007433261483337894,0.006095607906066114
2016-09-20,0.0030719914580957797,0.021822508457839285,0.01778801737203073
2016-09-21,0.0023435563996316855,0.012361785465295094,0.007111027385688251
2016-09-22,0.0029614370325157235,0.008781517107085746,0.004105315250387376
2016-09-23,0.0033686899590478214,0.007273299886536244,0.0018158570992637957
2016-09-26,-0.003123521586163247,-0.0023876781718498163,0.01234889301361597
2016-09-27,-0.0012124853900727928,-0.008050092227679606,-0.005885590063177348
2016-09-28,0.0005382542256979761,0.004386123998611602,0.0028539263573265083
2016-09-29,0.0030164896271971386,0.0033830822565286134,0.002999914278424054
2016-09-30,0.004424415241793378,-0.00044909487990740793,-0.002430948726755755
