000742,1.6666666666666667
160212,2.6666666666666665
000979,3.0
110026,5.333333333333333
690007,9.333333333333334
160119,10.333333333333334
002803,10.666666666666666
090010,11.0
000457,11.0
004986,11.0
519710,12.0
519779,12.0
000020,12.333333333333334
003940,12.333333333333334
710002,13.666666666666666
110011,14.333333333333334
000527,15.333333333333334
040035,17.333333333333332
001714,18.666666666666668
000219,20.0
519772,20.0
540006,20.666666666666668
050014,20.666666666666668
070032,22.333333333333332
001938,23.0
001910,24.333333333333332
470058,26.0
