,163402,166002,270002,519069,519700
2013-01-31,,,,,
2013-02-01,,,,,
2013-02-04,-0.000686992848896284,-0.0008864890561659511,-0.0031492053974393475,-0.003568873149741747,0.0020554238131379465
2013-02-05,-0.009943299614798118,-0.011831636699940473,-0.014218024479183411,-0.009250471239749425,-0.00793243174899394
2013-02-06,0.0003551564599977297,0.00020761140153524593,0.0002364915983270599,0.004761980330846072,-0.0024228200756808427
2013-02-07,0.005386938269367203,0.004706375969045773,0.008578824183062661,0.002532020648984612,0.006219134959638994
2013-02-08,-0.0019463363120677535,0.006083504113292504,-0.0008340731481881747,-0.0002388138001276907,0.006216537807645528
2013-02-18,0.010740065887208883,0.016429842488282165,0.014524417902619158,0.01062017610256527,0.007809513461535689
2013-02-19,0.009735583574540851,0.0007478876035660331,0.009941665321616111,0.004086524732046182,-0.006948573040600592
2013-02-20,0.0019519161949383967,0.001996770347794996,0.0019104639936617929,0.004621828802135797,0.0051322623909966225
2013-02-21,0.00939334907439815,0.014092578712415538,0.01925032027748963,0.011449260483008872,0.004058785161153988
2013-02-22,0.00011490238931644026,-0.0006052354182366493,0.0033648187090888904,0.0019622190218432367,0.0011287235872053936
2013-02-25,0.002194807272624111,0.004631946128137665,0.004366250488905266,0.004830875691794745,0.0029189997776384313
2013-02-26,-0.0013523884157047306,0.0013526241084170776,0.0037479546795304852,0.004241508873834898,-0.006874157677374981
2013-02-27,-0.006473521721392039,-0.005267863854252042,-0.005290192069847155,-0.0015339967864180792,-0.005126739326528851
2013-02-28,-0.00881917575772917,-0.012500693871151825,-0.01642973079103882,-0.005373291071395059,-0.003545619492848706
2013-03-01,0.0015709842594640033,0.004875636336810096,0.005709389177259938,0.00613116897126087,0.006272152312875479
2013-03-04,0.009190949550026528,0.0037715927927635118,0.016801750985214747,-0.006194011501772678,-0.01182301682101805
2013-03-05,-0.009713316948158024,-0.021165596854439528,-0.023172080871046274,-0.009335915784390192,-0.012328949377842013
2013-03-06,-0.0018066304592783133,0.004887564730514216,-0.0032185539066200697,0.0009272387089300782,0.0036257376357236026
2013-03-07,-0.0012858251786591612,0.0027386088903229577,0.0014480373364447185,-0.002918563772671634,0.006650533736124342
2013-03-08,0.004130120029252504,0.002226018054429124,0.0021077395016201317,-0.0007667014813410589,-0.004400519715263118
2013-03-11,0.0026662380038224853,0.0017142107469552137,0.00469118459580975,0.0013374346399058767,-0.0064217423030249465
2013-03-12,0.00412343735618903,0.003803251157939447,0.00826109365721317,-0.0008022494192300167,0.002810838417472983
2013-03-13,0.003447799520592265,0.0038739182347778955,0.007357623584828832,0.004880499992085285,0.0009157466493026067
2013-03-14,-0.0031489901099217565,-0.005215363621592584,-0.0012644264397012606,0.002715330621796408,0.00101034573815717
2013-03-15,-0.0013620755507339766,-0.0031976771269062176,-0.0021361120339300488,-0.0018525484585747432,-0.004575488814390405
2013-03-18,0.0016812047227418025,0.004005760607476039,0.009176877531229644,0.004169137085189734,-0.017572076685894333
2013-03-19,-0.005450710762683997,-0.004992055116879834,-0.007738364979188006,-0.003594901815798357,-0.00042193690746183954
2013-03-20,-0.017363728992413563,-0.01693821528946815,-0.02492998601166696,-0.009909847456320175,-0.0010566753120089256
2013-03-21,0.001931985031615291,0.0038969925914331682,0.0032861465286952996,0.0026312849017156026,0.005084053385527421
2013-03-22,0.0001607314779876745,0.0015342786455343482,-0.0020922528349405223,-0.0023160022356119025,-0.0012578011774109221
2013-03-25,0.003803402247598009,0.004944532551168446,0.006495912285537919,0.00638503833094517,0.005824814241309317
2013-03-26,0.007866584664890652,0.008013695073707305,0.009160585711219249,0.006982741083614408,0.007170956212322777
2013-03-27,-0.0005465049107558073,-0.0007574041554476718,-0.0022928795573422533,0.004836900824930268,-0.0019678223273329465
2013-03-28,0.003308682904581417,-0.0010146865494001789,0.009866936696918516,-0.005599166967585667,-0.008837362081241307
2013-03-29,0.004062828251627293,-0.0006311498522163506,0.002306237005134215,0.00023243777492809592,0.0009073814473621322
2013-04-01,-0.004840893951999159,0.0006819483916156166,-0.0005665618545549478,-0.002148306759231833,-0.0005448443717717133
