,519700,519712
2015-11-02,,
2015-11-03,,
2015-11-04,-0.0021562186500991842,-0.002251125325201997
2015-11-05,-0.01850154322558306,-0.013856381098727777
2015-11-06,0.006793674833373897,0.006876394417730802
2015-11-09,0.004948613152529369,0.002068763811662988
2015-11-10,0.002988666678734875,0.0009161053438346833
2015-11-11,0.021498890823029804,0.013388291744688807
2015-11-12,0.015638170640909776,0.011174801313704186
2015-11-13,-0.019615590482844336,-0.014621111277838938
2015-11-16,-0.002431655582393333,-0.007761817249280156
2015-11-17,-0.0001765747992295008,0.0057168887129607215
2015-11-18,-0.00905863345873692,-0.002239958380404028
2015-11-19,0.015519572951818494,0.0066982239481618855
2015-11-20,0.011358597203592447,0.008466863589871143
2015-11-23,0.0005575206210360895,-0.0029876448506925835
2015-11-24,0.0013702641999326914,0.002383280001873489
2015-11-25,0.005080841407547165,0.012273468553454236
2015-11-26,0.0029742708156998976,0.004996977010841341
2015-11-27,-0.000820528742079718,-0.004795543445150985
2015-11-30,-0.0016616592326270663,0.0024117721083252164
2015-12-01,-0.006145489957851247,-0.010120970556093067
2015-12-02,-0.04788984434860377,-0.03270953480218464
2015-12-03,0.011012024514534202,0.00936848741477836
2015-12-04,0.003548696251801542,-0.0014917335811595045
2015-12-07,0.008816899328550676,0.006710910328378894
2015-12-08,-0.004065617287063561,0.004209292275271115
2015-12-09,-0.008336478548487403,-0.004840857163785239
2015-12-10,0.0031064531129191275,0.0017169209220901926
2015-12-11,-0.014979108748737646,-0.009558725231358922
2015-12-14,-0.02294878185987481,-0.026758160292832178
2015-12-15,0.015182933495556328,0.016548860058005377
2015-12-16,0.01072355195407082,0.010020198725277818
2015-12-17,0.010127884952960464,0.007016650928900026
2015-12-18,-0.005475114209762544,-0.004786862748075493
2015-12-21,-0.022025823410809497,-0.013764113029770098
2015-12-22,0.007890586459122773,0.008936425009047566
2015-12-23,-0.009543286343251967,-0.01448142920447748
2015-12-24,0.00947552781062222,0.016326238177212238
2015-12-25,0.0019444980168683568,0.003244989076242266
2015-12-28,0.012019273106097739,0.008395774625814534
2015-12-29,-0.0037526819950288726,-0.0032611620939955177
2015-12-30,0.010621233273705455,0.01763517764148803
2015-12-31,-0.006684119424255952,-0.009527314117958485
