,000751,001714,001875,519712
2019-12-03,,,,
2019-12-04,,,,
2019-12-05,0.010833349029777395,0.007959085059812798,0.003366351143770707,0.0076302175537601435
2019-12-06,0.007155311497331285,0.00898296255412201,0.01084275250918254,-0.0005020904810570936
2019-12-09,-0.0021398476841587577,0.002581047766219924,0.003601455929485242,0.008454352502127005
2019-12-10,0.004905017719356808,0.006627674489797064,0.005248928729028712,0.0030536769865388003
2019-12-11,-0.004260322813277595,-0.004432475843187844,-0.008660071617207055,0.0014285471336956679
2019-12-12,0.0031050136809477324,0.0049679567798376345,0.0013378201921131483,0.0038600479874004723
2019-12-13,0.0073937884290922185,-0.002109226234828565,0.007505995178346048,0.0008584729082696807
2019-12-16,0.007088501688233828,0.010879912615773923,0.006015355130248867,0.008811451548415894
2019-12-17,-0.011250125787102938,-0.004619112893829991,-0.010003251335902963,-0.006235906611597786
2019-12-18,-0.003870487817966284,0.00024156289462939906,-0.0063751294611629206,-0.0026425242688936645
2019-12-19,0.0031737895293098006,-0.007019889724811157,-0.003757907488150636,0.0041872419030806185
2019-12-20,-0.006869243719369811,-0.00028282130412615736,-0.001432906094191,-0.0009653476307106557
2019-12-23,0.0015102892983877014,-0.008116078623869871,0.008761182803576628,0.0021963719276952842
2019-12-24,0.005400630444700516,0.012441541376507326,0.002367635335008611,0.0031814290622877994
2019-12-25,0.0054499318777538885,0.00945593921931831,-0.004145656219116556,0.0038408896546642257
2019-12-26,-0.007761241880129388,-0.0051195660343590355,-0.00397334239724767,-0.0037170775786519172
2019-12-27,-0.005500115177403897,-0.006113241584941753,-0.0012850263219439384,-0.006630990262157077
2019-12-30,-0.003441918311875014,-0.005009437883005896,-0.0051467487219547525,-0.010605390335644227
2019-12-31,0.001974215183795369,-0.0016635328787824033,-0.0030918016307264207,-0.0017056867162010825
2020-01-02,0.0026555052435952575,0.013123439809721305,-0.00038490866378304567,0.00411928496699443
2020-01-03,-0.00063057962593982,0.008717512704324082,-0.0021439293220194555,0.0053426399264663305
2020-01-06,0.00047421562784188964,0.004570972157018405,-0.0016234423536254372,0.006181038177271114
2020-01-07,0.011370642056907299,0.0016147094797278605,0.005638228474615037,0.0018726046818231534
2020-01-08,-0.0004293011394924662,-0.0009570885431072762,0.001582162827624467,0.0018003682339110538
2020-01-09,0.02183038608442689,0.009727467667345557,0.013096474910831102,0.008781118489857187
2020-01-10,0.0028202089214535153,0.0011017559318948766,0.0138481603990257,0.001768180421459542
2020-01-13,0.009293681689176214,0.003800097210443054,-0.004482073203561754,0.00035504101432271007
2020-01-14,-0.00016450440331083893,0.0018167544917653267,0.000626555046693178,0.004606524278709334
2020-01-15,0.01163013039176597,0.00527885332465361,0.015607549816255006,0.003978392569242928
2020-01-16,0.016024300896389954,0.008971015879593813,0.01200035925041687,0.008679987113656806
2020-01-17,0.006335271595991343,0.004551598787923328,0.00996812790333712,0.0014858711562276694
2020-01-20,0.011855237989244705,0.005649777611512752,0.0059558958503478365,-0.0019518591493603576
2020-01-21,-0.001269664364724088,-0.00297630350787359,0.0003212524212613532,0.008293869808321253
2020-01-22,0.00613110002305417,0.0074691320697475305,0.005081308760618963,0.00042707865975666337
2020-01-23,-0.004101565181599431,-0.006581978883809847,-0.003698644400960016,0.004204774711816683
