,519069,519700,519712,519736
2014-12-31,,,,
2015-01-05,,,,
2015-01-06,-0.006066523391059286,-0.018447102581983343,-0.014970396143479725,0.00266899784446184
2015-01-07,-0.008859524982507194,-0.007898352848852763,-0.0009493480708813173,-0.017001737769442915
2015-01-08,0.01977910242058112,-0.0012699949652963394,0.003526661756508731,0.013177804806756899
2015-01-09,0.006647118782670214,-0.0005740690220865652,-0.00218464179620681,0.0011503474404217506
2015-01-12,0.009746078692493554,-0.013652493391809739,-0.008288586813430032,0.014176329375704566
2015-01-13,0.0024826503717034765,0.0011549196622773206,-0.004627636599603635,0.01947653571202501
2015-01-14,0.0045546500965794046,0.006643344295748643,0.008285350238829925,-0.007422973560108681
2015-01-15,-0.018295403702361046,0.0021621865542722496,-0.001533412517502386,-0.011353684466884228
2015-01-16,0.008517864647075823,-0.00041871626472400614,-0.002230602700636908,0.01410575311475415
2015-01-19,-0.019327530889037936,-0.05293764491691799,-0.0347335324853012,-0.02069324080318513
2015-01-20,0.002658552675757875,0.0001997611153050638,-0.008988854361429821,0.02430416486060949
2015-01-21,-0.007450725373830069,-0.002997622019515811,-6.190418941054432e-05,-0.011743124492928914
2015-01-22,-0.0030406913613785225,-0.0030347449190029074,0.003765248021162959,0.001204151357048211
2015-01-23,0.002487144028920696,-0.001985882475341927,0.0016981364543996458,-0.0029411670281873636
2015-01-26,-8.611393394075684e-05,0.005287240161884421,0.007158560517083634,0.013170918919780394
2015-01-27,0.004790321231982753,0.010015232707137556,0.000809905757025442,0.015747792694425056
2015-01-28,-0.0019111626929131376,-0.004312880332412727,-0.0009591557776273962,0.0004604979454523317
2015-01-29,-0.006876749276588989,-0.006876749276588989,-0.007974396909218084,-0.004447863226464399
2015-01-30,0.004758270217531391,0.006397614479826563,0.010639751259834185,0.007164622338956428
2015-02-02,-0.00022235013624793964,-0.010583749121388597,-0.007253406299976728,0.00018878288966339696
2015-02-03,0.009304366561216693,0.0006973671241150559,-0.00277382613908439,0.015609037848879348
2015-02-04,0.007590722099772629,0.013702404804688872,0.011058194388062992,-0.002509340439314389
2015-02-05,0.033464873251842886,0.03634375682322566,0.026195718630174225,0.041269811629663256
2015-02-06,0.0008576893605761748,-0.010372075187073171,-0.0040067201693192445,-0.01178765792181724
2015-02-09,-0.01339888583850235,-0.02819143300353799,-0.015267130465594692,-0.011320857645594318
2015-02-10,-0.0019228229776262484,-0.004770704332956344,-0.005392394581407611,0.0015740583694765498
2015-02-11,0.004469615559638429,0.00907206716666975,0.003926117661364303,0.010263434951197192
2015-02-12,0.0006387705450552339,0.00281808192977806,0.0020848086763396445,-0.003800293216042361
2015-02-13,0.004868023579064573,0.015076995251422254,0.012615602613416543,0.013796290024950864
2015-02-16,0.007230057906005838,0.006314529549515946,0.007411751934217392,0.013127325374248988
2015-02-17,0.0020442052257894083,0.0001455559104919235,0.005769249699607126,0.007833548618167985
2015-02-25,0.01009315230391572,-2.4640861822633475e-05,0.007389090266861853,0.00592385979006782
2015-02-26,-0.018792863860108477,-0.012020352738770779,-0.006654499080234189,-0.02354649597223113
2015-02-27,0.00098562015872794,0.004275751763992197,0.007669416922363226,0.00561142873870879
